latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
3.745,101.5211,314.1,1.6,1.2,2020-01-01,0403,Terra,MODIS,52,6.03,301.1,12.6,D,2
2.9053,101.2927,318.6,1.6,1.2,2020-01-01,0404,Terra,MODIS,0,6.03,301.8,18.8,D,2
0.0823,102.8006,312.6,2.3,1.5,2020-01-01,0404,Terra,MODIS,38,6.03,291.9,24.1,D,0
1.8498,101.05,314.9,1.6,1.2,2020-01-01,0404,Terra,MODIS,24,6.03,298.1,13.8,D,0
1.3766,101.6005,315,1.8,1.3,2020-01-01,0404,Terra,MODIS,53,6.03,297.4,17.6,D,0
1.4184,101.6384,313.3,1.8,1.3,2020-01-01,0404,Terra,MODIS,34,6.03,295.9,14.3,D,0
2.0964,99.821,317.4,1.1,1,2020-01-01,0702,Aqua,MODIS,50,6.03,299.2,10.8,D,2
-3.4764,104.8606,311.7,1,1,2020-01-02,1530,Terra,MODIS,83,6.03,291.3,9.4,N,0
-3.4778,104.8658,301.7,1.1,1,2020-01-02,1828,Aqua,MODIS,35,6.03,283.9,5.1,N,0
6.0125,100.7941,309.1,1,1,2020-01-03,0351,Terra,MODIS,55,6.03,295.2,4.2,D,0
4.3804,101.113,311.1,1,1,2020-01-03,0351,Terra,MODIS,44,6.03,290.3,4.4,D,0
6.0139,100.7851,310.4,1,1,2020-01-03,0351,Terra,MODIS,59,6.03,294.5,5.1,D,0
3.37,101.5859,318.9,1.1,1,2020-01-03,0351,Terra,MODIS,46,6.03,300.6,8.8,D,2
3.0508,101.3801,316,1.1,1,2020-01-03,0351,Terra,MODIS,24,6.03,296.5,7.2,D,2
3.6708,100.9888,317.3,1,1,2020-01-03,0351,Terra,MODIS,19,6.03,300.7,7.9,D,2
1.7335,101.2481,316.9,1.1,1,2020-01-03,0352,Terra,MODIS,55,6.03,296.2,9,D,0
1.3762,104.1584,312.9,1.6,1.2,2020-01-03,0352,Terra,MODIS,17,6.03,294.2,9.4,D,2
1.735,101.2386,321.3,1.1,1,2020-01-03,0352,Terra,MODIS,71,6.03,297.7,14.1,D,0
1.7257,101.2373,334.2,1.1,1,2020-01-03,0352,Terra,MODIS,86,6.03,296,30.5,D,0
-0.3615,102.7519,308.7,1.4,1.2,2020-01-03,0352,Terra,MODIS,46,6.03,287.8,8.3,D,0
3.3521,102.2556,317.8,1.1,1,2020-01-03,0650,Aqua,MODIS,72,6.03,293.8,11.4,D,0
-3.4778,104.855,308,1.4,1.2,2020-01-04,1517,Terra,MODIS,73,6.03,290.4,10.9,N,0
1.3719,104.155,325.7,1.3,1.1,2020-01-04,1519,Terra,MODIS,100,6.03,293,33.6,N,2
1.3821,104.1534,321,1.3,1.1,2020-01-04,1519,Terra,MODIS,100,6.03,292.1,25.9,N,2
1.3844,104.157,321.6,2.1,1.4,2020-01-04,1815,Aqua,MODIS,100,6.03,293.3,55.4,N,2
1.3817,104.1762,303.6,2.1,1.4,2020-01-04,1815,Aqua,MODIS,56,6.03,293.2,12.6,N,2
1.3772,104.1632,320.5,1.1,1,2020-01-05,0339,Terra,MODIS,26,6.03,300,10.3,D,2
1.7259,101.2434,323,1.1,1,2020-01-05,0339,Terra,MODIS,73,6.03,302.4,13.1,D,0
1.718,101.2327,323.7,1.1,1,2020-01-05,0339,Terra,MODIS,62,6.03,300.7,13,D,0
1.5244,102.1072,325.5,1,1,2020-01-05,0339,Terra,MODIS,77,6.03,302.1,16.7,D,0
0.4084,102.0502,319,1,1,2020-01-05,0340,Terra,MODIS,49,6.03,302.3,9.9,D,0
0.2644,102.5295,319.3,1,1,2020-01-05,0340,Terra,MODIS,45,6.03,302.2,11.1,D,0
-0.1826,102.9168,318.1,1.1,1,2020-01-05,0636,Aqua,MODIS,71,6.03,303.2,11.4,D,0
-0.0325,102.987,317.4,1.1,1,2020-01-05,0636,Aqua,MODIS,70,6.03,297.3,10.3,D,0
-0.1053,102.9254,319.7,1.1,1,2020-01-05,0636,Aqua,MODIS,73,6.03,304.7,12.9,D,0
-2.916,101.5305,319.7,1.4,1.2,2020-01-05,0636,Aqua,MODIS,72,6.03,295.6,17.7,D,0
1.585,101.8115,322.8,1.2,1.1,2020-01-05,0637,Aqua,MODIS,43,6.03,300.4,13.6,D,0
0.5507,102.1969,318.8,1.2,1.1,2020-01-05,0637,Aqua,MODIS,67,6.03,303.3,14.4,D,0
0.6645,102.0802,313.6,1.2,1.1,2020-01-05,0637,Aqua,MODIS,40,6.03,298.5,7.8,D,0
0.8088,102.1683,309.7,1.1,1.1,2020-01-05,0637,Aqua,MODIS,29,6.03,294.8,5.7,D,0
1.1183,104.2769,320.3,1,1,2020-01-05,0637,Aqua,MODIS,55,6.03,295.7,11.6,D,0
0.8306,102.1597,311.8,1.1,1.1,2020-01-05,0637,Aqua,MODIS,37,6.03,295.1,7.7,D,0
0.9713,102.999,318.8,1.1,1,2020-01-05,0637,Aqua,MODIS,56,6.03,301.5,10.6,D,0
0.7976,101.6581,317.8,1.2,1.1,2020-01-05,0637,Aqua,MODIS,56,6.03,300.5,14.4,D,0
1.3778,104.157,328.2,1,1,2020-01-05,0637,Aqua,MODIS,61,6.03,299.3,19,D,2
1.3765,104.148,319,1,1,2020-01-05,0637,Aqua,MODIS,42,6.03,299.4,9.6,D,2
1.4269,101.6234,315.2,1.2,1.1,2020-01-05,0637,Aqua,MODIS,13,6.03,298.7,9.6,D,0
1.5877,101.8045,324.4,1.2,1.1,2020-01-05,0637,Aqua,MODIS,77,6.03,301.4,18.1,D,0
1.7174,101.2314,323.3,1.3,1.1,2020-01-05,0637,Aqua,MODIS,76,6.03,300.7,16.2,D,0
3.4441,102.3437,318.8,1.1,1,2020-01-05,0637,Aqua,MODIS,73,6.03,299.9,12,D,2
6.0162,100.7888,321.1,1.2,1.1,2020-01-05,0638,Aqua,MODIS,76,6.03,299.6,16.8,D,0
1.38,104.1604,314.7,2.7,1.6,2020-01-05,1602,Terra,MODIS,90,6.03,289.6,52,N,2
1.3767,104.1365,301.3,2.7,1.6,2020-01-05,1602,Terra,MODIS,40,6.03,289.3,13.5,N,2
1.3723,104.1427,305.2,2.7,1.6,2020-01-05,1602,Terra,MODIS,63,6.03,289.6,22.5,N,2
1.3758,104.1665,308,2.7,1.6,2020-01-05,1602,Terra,MODIS,73,6.03,289.7,30.3,N,2
1.7293,101.2406,302.6,1.6,1.2,2020-01-05,1602,Terra,MODIS,50,6.03,291.8,9,N,0
0.9987,101.4238,307,1.6,1.3,2020-01-05,1602,Terra,MODIS,70,6.03,292.4,14.5,N,0
1.3811,104.1569,323.9,1.6,1.3,2020-01-05,1857,Aqua,MODIS,100,6.03,292.2,40.9,N,2
1.3789,104.1712,313.7,1.6,1.3,2020-01-05,1857,Aqua,MODIS,83,6.03,292.3,22,N,2
1.382,104.1501,305.6,1.6,1.3,2020-01-05,1857,Aqua,MODIS,33,6.03,291.5,10.5,N,2
1.38,104.1644,325.2,1.6,1.3,2020-01-05,1857,Aqua,MODIS,100,6.03,292.6,44.5,N,2
1.731,101.2401,306.4,1.1,1,2020-01-05,1857,Aqua,MODIS,68,6.03,293.4,7.1,N,0
1.7242,101.2334,304.3,1.1,1,2020-01-05,1857,Aqua,MODIS,59,6.03,292.8,6.3,N,0
1.5271,102.1113,303.7,1.2,1.1,2020-01-05,1857,Aqua,MODIS,56,6.03,293.4,5.5,N,0
4.8161,101.0819,311,3.2,1.7,2020-01-06,0421,Terra,MODIS,35,6.03,295.8,29.8,D,2
1.2806,102.0135,310.8,4.4,1.9,2020-01-06,0422,Terra,MODIS,59,6.03,294.4,45.3,D,0
4.0858,97.5343,307.4,1.7,1.3,2020-01-06,0422,Terra,MODIS,55,6.03,294.6,13.1,D,0
1.8228,101.1712,310.5,3.7,1.8,2020-01-06,0422,Terra,MODIS,47,6.03,292.8,39.4,D,0
1.4633,101.7814,310.6,4.2,1.9,2020-01-06,0422,Terra,MODIS,36,6.03,292.8,48,D,0
1.4464,101.779,310.1,4.2,1.9,2020-01-06,0422,Terra,MODIS,35,6.03,292.6,43.8,D,0
1.4595,101.7756,310.7,4.2,1.9,2020-01-06,0422,Terra,MODIS,42,6.03,292.8,49.8,D,0
1.3153,101.9007,309.8,4.3,1.9,2020-01-06,0422,Terra,MODIS,61,6.03,293.8,42.3,D,0
0.5751,102.9766,311.8,1.2,1.1,2020-01-07,0327,Terra,MODIS,57,6.03,289.4,8.9,D,0
1.3684,101.6051,315.1,1.5,1.2,2020-01-07,0327,Terra,MODIS,39,6.03,294.8,12.9,D,0
1.5215,102.1131,312.2,1.4,1.2,2020-01-07,0327,Terra,MODIS,35,6.03,288.9,8.9,D,0
1.3749,104.1555,312,1.1,1,2020-01-07,0327,Terra,MODIS,47,6.03,278.6,8.8,D,2
1.822,101.1647,308.6,1.6,1.3,2020-01-07,0327,Terra,MODIS,0,6.03,287.4,7.5,D,0
-2.0888,103.8459,315.7,1,1,2020-01-07,0328,Terra,MODIS,61,6.03,297.7,7.6,D,0
-2.9998,106.6617,311.1,1.1,1,2020-01-07,0328,Terra,MODIS,37,6.03,293.4,5.5,D,0
-2.8964,105.6948,313.7,1,1,2020-01-07,0328,Terra,MODIS,36,6.03,297.6,6.6,D,0
-3.1147,104.5524,315.4,1,1,2020-01-07,0328,Terra,MODIS,63,6.03,296.5,5.4,D,0
-3.18,104.3086,315.6,1,1,2020-01-07,0328,Terra,MODIS,64,6.03,294.3,7,D,0
-1.9965,103.9695,319.5,1,1,2020-01-07,0328,Terra,MODIS,71,6.03,300.4,9.5,D,0
-2.7761,105.6906,316.9,1,1,2020-01-07,0328,Terra,MODIS,62,6.03,299.5,9.1,D,0
-6.3715,107.3205,315.7,1.3,1.1,2020-01-07,0329,Terra,MODIS,30,6.03,294.3,10.8,D,2
1.0729,98.9684,312.1,3.3,1.7,2020-01-07,0625,Aqua,MODIS,36,6.03,291,27.4,D,0
3.7438,101.5178,311.3,1.9,1.3,2020-01-07,0625,Aqua,MODIS,35,6.03,290.2,11.6,D,2
1.1373,101.9603,315.5,1.9,1.3,2020-01-07,0625,Aqua,MODIS,48,6.03,294.1,15.7,D,0
1.0076,102.1608,308.9,1.8,1.3,2020-01-07,0625,Aqua,MODIS,31,6.03,289.3,7.8,D,0
1.5093,101.7419,319.5,1.9,1.4,2020-01-07,0625,Aqua,MODIS,55,6.03,295.5,30.2,D,0
-3.1799,104.3023,308.9,1.4,1.2,2020-01-07,1548,Terra,MODIS,76,6.03,288.3,12.1,N,0
1.0699,98.9698,308.6,1,1,2020-01-07,1549,Terra,MODIS,75,6.03,292.9,6.9,N,0
1.0712,98.9789,309.9,1,1,2020-01-07,1549,Terra,MODIS,79,6.03,292.8,7.8,N,0
1.381,104.1594,311.1,1.1,1,2020-01-07,1845,Aqua,MODIS,74,6.03,273.3,14.2,N,2
1.0764,98.9817,310.7,1.4,1.2,2020-01-07,1845,Aqua,MODIS,81,6.03,293,14.1,N,0
0.264,102.9305,312.5,1,1,2020-01-07,1846,Aqua,MODIS,78,6.03,290.4,10,N,0
0.2626,102.9394,319.8,1,1,2020-01-07,1846,Aqua,MODIS,99,6.03,291.1,16.1,N,0
0.2537,102.9381,307.5,1,1,2020-01-07,1846,Aqua,MODIS,72,6.03,291.2,6.7,N,0
4.691,96.4967,319.4,1,1,2020-01-08,0409,Terra,MODIS,76,6.03,295.4,14.3,D,0
4.3983,96.6667,310.3,1,1,2020-01-08,0409,Terra,MODIS,62,6.03,293.8,6.8,D,0
1.7637,99.2879,313.9,1.5,1.2,2020-01-08,0410,Terra,MODIS,68,6.03,293.3,15.7,D,0
3.642,98.3405,315.5,1.2,1.1,2020-01-08,0410,Terra,MODIS,71,6.03,295.8,10.7,D,0
1.8784,101.1852,311.4,2.1,1.4,2020-01-08,0410,Terra,MODIS,56,6.03,293.3,20.2,D,0
1.8755,101.2038,311.6,2.1,1.4,2020-01-08,0410,Terra,MODIS,64,6.03,292.6,19.3,D,0
1.7244,101.2463,310.1,2.1,1.4,2020-01-08,0410,Terra,MODIS,0,6.03,288.2,14.2,D,0
1.4461,101.4453,310.7,2.2,1.5,2020-01-08,0410,Terra,MODIS,47,6.03,290.2,15.4,D,0
1.0754,98.9685,321.3,1.5,1.2,2020-01-08,0410,Terra,MODIS,63,6.03,301,17.1,D,0
1.0735,98.9816,324.3,1.5,1.2,2020-01-08,0410,Terra,MODIS,73,6.03,301.4,23.1,D,0
0.8412,101.5864,316.5,1.7,1.3,2020-01-08,0707,Aqua,MODIS,57,6.03,295.2,15.9,D,0
1.5053,101.7465,319.3,1.8,1.3,2020-01-08,0708,Aqua,MODIS,32,6.03,293.7,24.5,D,0
1.2711,98.8997,319.2,1.1,1.1,2020-01-08,0708,Aqua,MODIS,66,6.03,300.6,10.2,D,0
1.9048,101.5782,312.9,1.7,1.3,2020-01-08,0708,Aqua,MODIS,24,6.03,290.3,11.5,D,0
2.2972,99.5089,318.8,1.3,1.1,2020-01-08,0708,Aqua,MODIS,71,6.03,294.9,15.9,D,0
3.7162,97.5997,312.1,1.1,1,2020-01-08,0708,Aqua,MODIS,25,6.03,297.1,6.5,D,0
3.9245,97.3755,317.4,1,1,2020-01-08,0708,Aqua,MODIS,72,6.03,298.1,9.9,D,0
4.0134,97.4235,351.6,1.1,1,2020-01-08,0708,Aqua,MODIS,96,6.03,296.5,67.2,D,0
4.0121,97.4144,329.5,1.1,1,2020-01-08,0708,Aqua,MODIS,83,6.03,297.1,26.1,D,0
4.3703,96.8241,310,1,1,2020-01-08,0708,Aqua,MODIS,46,6.03,294.8,6.3,D,0
4.4617,96.5661,310.9,1,1,2020-01-08,0709,Aqua,MODIS,56,6.03,296.1,5.7,D,0
4.5554,96.6377,315,1,1,2020-01-08,0709,Aqua,MODIS,67,6.03,291.8,10.5,D,0
4.5541,96.6285,317.6,1,1,2020-01-08,0709,Aqua,MODIS,71,6.03,292.2,12.8,D,0
4.5665,95.8114,311.9,1,1,2020-01-08,0709,Aqua,MODIS,45,6.03,296.9,4.6,D,0
4.5985,95.7156,314,1,1,2020-01-08,0709,Aqua,MODIS,67,6.03,297,6.1,D,0
0.2579,102.932,317.6,2,1.4,2020-01-09,0315,Terra,MODIS,49,6.03,293.4,20.9,D,0
1.5144,101.7522,313.3,2.6,1.5,2020-01-09,0315,Terra,MODIS,39,6.03,293.1,25.6,D,0
1.4334,101.6339,311.2,2.6,1.6,2020-01-09,0315,Terra,MODIS,31,6.03,292.2,20.2,D,0
0.261,102.9394,317.6,2,1.4,2020-01-09,0315,Terra,MODIS,67,6.03,293.9,22.1,D,0
-0.12,102.4069,313.3,2.1,1.4,2020-01-09,0315,Terra,MODIS,57,6.03,292.5,19.9,D,0
-0.12,102.4009,313.9,2.1,1.4,2020-01-09,0315,Terra,MODIS,47,6.03,293.2,20.5,D,0
-0.2313,102.3588,311.9,2.1,1.4,2020-01-09,0315,Terra,MODIS,52,6.03,292.4,17.9,D,0
1.3121,103.6635,314,2.4,1.5,2020-01-09,0612,Aqua,MODIS,0,6.03,293.8,27.9,D,2
1.7259,101.25,311.9,3.7,1.8,2020-01-09,0613,Aqua,MODIS,51,6.03,286,35.9,D,0
1.7209,101.2172,313.5,3.7,1.8,2020-01-09,0613,Aqua,MODIS,58,6.03,286.6,45.8,D,0
1.7131,101.2259,313.8,3.7,1.8,2020-01-09,0613,Aqua,MODIS,37,6.03,286.3,42.7,D,0
1.7447,101.3058,306.8,1.1,1,2020-01-09,1537,Terra,MODIS,49,6.03,280.6,8.5,N,0
0.9391,102.9461,312.5,1,1,2020-01-09,1537,Terra,MODIS,85,6.03,282,11.5,N,0
6.0164,100.7903,314.4,1.1,1,2020-01-12,0344,Terra,MODIS,56,6.03,292.6,8.2,D,0
6.0072,100.789,310.8,1.1,1,2020-01-12,0344,Terra,MODIS,12,6.03,289.6,5.6,D,0
3.0354,102.4536,337.7,1,1,2020-01-12,0345,Terra,MODIS,0,6.03,287.8,37.5,D,0
1.1088,104.0644,318.1,1.2,1.1,2020-01-12,0346,Terra,MODIS,45,6.03,294.8,9.9,D,2
1.1071,104.0754,316.3,1.3,1.1,2020-01-12,0346,Terra,MODIS,23,6.03,294,8.1,D,2
-0.4251,102.5503,307.9,1.1,1,2020-01-12,0346,Terra,MODIS,65,6.03,285.2,5.4,D,0
-0.374,101.8978,306.1,1,1,2020-01-12,0346,Terra,MODIS,37,6.03,282.6,5.4,D,0
-0.4282,102.5493,307,1,1,2020-01-12,0643,Aqua,MODIS,25,6.03,278.5,4.9,D,0
1.3749,104.1582,314.9,1.1,1,2020-01-12,0643,Aqua,MODIS,29,6.03,292.9,6.5,D,2
2.8197,103.2458,308.1,1,1,2020-01-12,0643,Aqua,MODIS,51,6.03,277.2,6.5,D,0
2.8185,103.2367,306.5,1,1,2020-01-12,0643,Aqua,MODIS,36,6.03,277.1,5.2,D,0
5.4445,105.3822,310.8,1.3,1.1,2020-01-12,0644,Aqua,MODIS,43,6.03,285,12.9,D,3
1.3742,104.1679,316.9,2.1,1.4,2020-01-12,1904,Aqua,MODIS,92,6.03,284.3,44.6,N,2
1.3771,104.1491,306.6,2.1,1.4,2020-01-12,1904,Aqua,MODIS,47,6.03,284.1,21.1,N,2
1.386,104.1646,308.1,2.1,1.4,2020-01-12,1904,Aqua,MODIS,58,6.03,282.3,24.5,N,2
1.3734,104.1627,313.4,2.1,1.4,2020-01-12,1904,Aqua,MODIS,82,6.03,285,34.4,N,2
3.7062,98.1866,304.7,2.6,1.6,2020-01-13,0428,Terra,MODIS,52,6.03,284.3,12.3,D,0
4.5616,95.8127,314,1.6,1.2,2020-01-13,0727,Aqua,MODIS,66,6.03,296,13.3,D,0
1.3758,104.158,341.4,1.7,1.3,2020-01-13,1513,Terra,MODIS,100,6.03,287.8,98.5,N,2
1.3736,104.1429,325.7,1.7,1.3,2020-01-13,1513,Terra,MODIS,100,6.03,286.8,50.5,N,2
5.6401,105.0401,309.6,1.3,1.1,2020-01-13,1514,Terra,MODIS,67,6.03,292,10.9,N,3
1.9803,101.5581,305.4,1.2,1.1,2020-01-14,0333,Terra,MODIS,57,6.03,280.1,5.5,D,0
-2.0648,101.3996,317,1.1,1.1,2020-01-14,0334,Terra,MODIS,47,6.03,298.5,10.2,D,2
0.1216,102.7587,309.1,1,1,2020-01-14,0334,Terra,MODIS,37,6.03,287.9,5.9,D,0
-2.633,106.0047,311.8,1.2,1.1,2020-01-14,0334,Terra,MODIS,57,6.03,290.9,8.7,D,0
-3.4338,102.1937,314.8,1,1,2020-01-14,0335,Terra,MODIS,55,6.03,295.2,6.6,D,0
-6.9609,107.7996,319.8,1.8,1.3,2020-01-14,0335,Terra,MODIS,73,6.03,300.3,20.7,D,2
-6.9631,107.8159,316.1,1.8,1.3,2020-01-14,0335,Terra,MODIS,28,6.03,299.7,13.9,D,2
-7.0458,107.7492,316.3,1.8,1.3,2020-01-14,0335,Terra,MODIS,64,6.03,299.8,15,D,2
-6.8689,107.4961,319.6,1,1,2020-01-14,0628,Aqua,MODIS,54,6.03,301.7,5.3,D,2
-6.1392,106.2881,320.7,1,1,2020-01-14,0629,Aqua,MODIS,67,6.03,301.8,8.4,D,2
-6.0967,106.9801,319,1,1,2020-01-14,0629,Aqua,MODIS,31,6.03,300.2,6.8,D,2
1.4541,101.7806,302.6,1.5,1.2,2020-01-14,0631,Aqua,MODIS,0,6.03,270.7,7.9,D,0
0.5805,103.1901,310.5,1.2,1.1,2020-01-14,0631,Aqua,MODIS,65,6.03,288.5,6.6,D,0
1.3739,104.1524,315.4,1.1,1,2020-01-14,0631,Aqua,MODIS,55,6.03,273.3,12.3,D,2
1.9678,101.5535,318.8,1.5,1.2,2020-01-14,0631,Aqua,MODIS,73,6.03,282.7,22,D,0
1.9787,101.5518,316.8,1.5,1.2,2020-01-14,0631,Aqua,MODIS,55,6.03,284.7,18.8,D,0
1.9725,101.5597,320.5,1.5,1.2,2020-01-14,0631,Aqua,MODIS,72,6.03,283.8,24.8,D,0
1.9705,101.5463,323.3,1.5,1.2,2020-01-14,0631,Aqua,MODIS,81,6.03,284,30.3,D,0
6.0057,100.7917,320.6,1.5,1.2,2020-01-14,0632,Aqua,MODIS,75,6.03,296.7,22,D,0
6.0036,100.7784,312.8,1.5,1.2,2020-01-14,0632,Aqua,MODIS,32,6.03,295.5,9.6,D,0
6.0164,100.7899,317.2,1.5,1.2,2020-01-14,0632,Aqua,MODIS,36,6.03,298.3,15.7,D,0
1.9781,101.5415,308.3,1.3,1.1,2020-01-14,1556,Terra,MODIS,53,6.03,287.7,10.4,N,0
1.971,101.5489,307.3,1.3,1.1,2020-01-14,1556,Terra,MODIS,18,6.03,287.6,9,N,0
1.9693,101.537,312.3,1.3,1.1,2020-01-14,1556,Terra,MODIS,69,6.03,287.2,14.2,N,0
1.977,101.5484,307.9,1,1,2020-01-14,1851,Aqua,MODIS,73,6.03,286.2,7.9,N,0
4.8129,101.0885,305,2.4,1.5,2020-01-15,0415,Terra,MODIS,18,6.03,282,11.9,D,2
1.5119,101.7569,311.9,2.3,1.5,2020-01-15,0714,Aqua,MODIS,35,6.03,283.7,25.6,D,0
1.3711,101.5934,316.1,2.3,1.5,2020-01-15,0714,Aqua,MODIS,46,6.03,292,27.6,D,0
1.3468,101.5154,318.2,2.2,1.4,2020-01-15,0714,Aqua,MODIS,66,6.03,293.1,28.9,D,0
4.3523,95.9395,314.4,1.1,1,2020-01-15,0715,Aqua,MODIS,65,6.03,297.3,6,D,0
4.3537,95.949,319.7,1.1,1,2020-01-15,0715,Aqua,MODIS,73,6.03,297.4,11.3,D,0
1.9772,101.5366,314.4,2,1.4,2020-01-16,0321,Terra,MODIS,40,6.03,292.3,16.4,D,0
1.9746,101.5547,319.7,2,1.4,2020-01-16,0321,Terra,MODIS,74,6.03,293.7,29.9,D,0
1.5131,101.7451,316.1,1.9,1.4,2020-01-16,0321,Terra,MODIS,53,6.03,295,21.1,D,0
1.4248,101.6383,316.2,2,1.4,2020-01-16,0321,Terra,MODIS,40,6.03,293.9,20.8,D,0
-2.7649,105.6654,314.3,1,1,2020-01-16,0322,Terra,MODIS,43,6.03,295.9,8.3,D,0
-6.3542,107.148,320.6,1.1,1,2020-01-16,0323,Terra,MODIS,66,6.03,297.1,8.5,D,2
-6.9629,107.806,322.6,1.1,1.1,2020-01-16,0323,Terra,MODIS,57,6.03,301.4,12.3,D,2
-7.0068,107.7415,317.6,1.1,1.1,2020-01-16,0323,Terra,MODIS,70,6.03,300.8,7.4,D,2
-7.0532,107.7463,326.1,1.3,1.1,2020-01-16,0616,Aqua,MODIS,52,6.03,304.8,16.4,D,2
4.0222,102.1298,315.6,2.2,1.4,2020-01-16,0619,Aqua,MODIS,69,6.03,293.7,26.7,D,0
4.0225,102.137,311.6,2.2,1.4,2020-01-16,0619,Aqua,MODIS,61,6.03,294,17.7,D,0
6.0067,100.7748,313.5,2.6,1.5,2020-01-16,0620,Aqua,MODIS,37,6.03,298.1,20.2,D,0
4.8124,101.0709,315.5,2.5,1.5,2020-01-16,0620,Aqua,MODIS,49,6.03,298.5,26.2,D,2
6.0001,100.7828,316.5,2.6,1.5,2020-01-16,0620,Aqua,MODIS,70,6.03,297.3,34,D,0
6.0105,100.7978,313.5,2.5,1.5,2020-01-16,0620,Aqua,MODIS,48,6.03,297.3,23.2,D,0
1.3799,104.1625,313.1,1.2,1.1,2020-01-16,1543,Terra,MODIS,81,6.03,278.8,16,N,2
1.3415,101.5178,309.2,1,1,2020-01-16,1543,Terra,MODIS,77,6.03,292,7.8,N,0
1.3783,104.1516,323.4,1.2,1.1,2020-01-16,1543,Terra,MODIS,100,6.03,279.9,28.6,N,2
1.9717,101.5486,311.8,1,1,2020-01-16,1544,Terra,MODIS,82,6.03,294.4,8.8,N,0
1.9704,101.5397,331.6,1,1,2020-01-16,1544,Terra,MODIS,100,6.03,296.4,29.1,N,0
1.9691,101.5308,304,1,1,2020-01-16,1544,Terra,MODIS,54,6.03,293,3.8,N,0
1.9871,101.5282,311.9,1,1,2020-01-16,1544,Terra,MODIS,83,6.03,292.9,8.9,N,0
1.9708,101.5482,317.1,1.2,1.1,2020-01-16,1839,Aqua,MODIS,94,6.03,293.9,18,N,0
1.9936,101.5292,317.4,1.2,1.1,2020-01-16,1839,Aqua,MODIS,95,6.03,292.2,18.4,N,0
1.9838,101.5279,328.5,1.2,1.1,2020-01-16,1839,Aqua,MODIS,100,6.03,292.4,34.3,N,0
1.9806,101.5496,306.4,1.2,1.1,2020-01-16,1839,Aqua,MODIS,68,6.03,292.8,7.8,N,0
1.9723,101.5374,314.6,1.2,1.1,2020-01-16,1839,Aqua,MODIS,90,6.03,293.1,15,N,0
1.378,104.1566,316.9,1,1,2020-01-16,1839,Aqua,MODIS,94,6.03,288.3,14.6,N,2
1.3767,104.1655,310.8,1,1,2020-01-16,1839,Aqua,MODIS,81,6.03,288.2,9.8,N,2
1.3509,101.5253,302.8,1.2,1.1,2020-01-16,1839,Aqua,MODIS,52,6.03,290.5,6,N,0
5.411,100.5587,320.3,1.3,1.1,2020-01-17,0403,Terra,MODIS,27,6.03,300.5,9.9,D,2
5.1878,102.2059,311,1.7,1.3,2020-01-17,0403,Terra,MODIS,61,6.03,291.8,13.3,D,0
5.0479,96.7957,311.5,1,1,2020-01-17,0403,Terra,MODIS,55,6.03,295.4,5.3,D,0
4.249,100.6671,317.2,1.4,1.2,2020-01-17,0403,Terra,MODIS,0,6.03,299.5,10.9,D,2
4.0734,101.1495,313.9,1.5,1.2,2020-01-17,0403,Terra,MODIS,66,6.03,298.2,11,D,2
3.5331,98.8115,314.4,1.1,1,2020-01-17,0404,Terra,MODIS,23,6.03,294.9,7.4,D,2
3.5391,97.7737,313.4,1,1,2020-01-17,0404,Terra,MODIS,48,6.03,297.6,5.3,D,0
1.9781,101.5534,318.5,1.7,1.3,2020-01-17,0404,Terra,MODIS,47,6.03,294.7,22.5,D,0
1.9689,101.5367,323.2,1.7,1.3,2020-01-17,0404,Terra,MODIS,75,6.03,294,33.3,D,0
1.5146,101.7409,314.7,1.8,1.3,2020-01-17,0404,Terra,MODIS,51,6.03,295.8,16.2,D,0
1.3763,101.5957,312,1.8,1.3,2020-01-17,0404,Terra,MODIS,49,6.03,293.9,13.6,D,0
1.0058,102.1649,314.5,2,1.4,2020-01-17,0404,Terra,MODIS,24,6.03,295.2,18.1,D,0
0.9034,101.9852,312.6,1.9,1.4,2020-01-17,0404,Terra,MODIS,35,6.03,291.9,15.7,D,0
0.8913,101.9835,312.2,1.9,1.4,2020-01-17,0404,Terra,MODIS,22,6.03,291.5,14.8,D,0
0.8218,102.2773,310.8,2,1.4,2020-01-17,0404,Terra,MODIS,54,6.03,292.4,17,D,0
0.9401,101.3599,310.5,1.7,1.3,2020-01-17,0404,Terra,MODIS,37,6.03,292.5,13.2,D,0
0.5712,102.9688,315,1.6,1.3,2020-01-17,0701,Aqua,MODIS,56,6.03,293.4,14.6,D,0
0.4984,103.0146,312.5,1.6,1.3,2020-01-17,0701,Aqua,MODIS,52,6.03,292.7,12.3,D,0
1.1534,102.3015,319.1,1.5,1.2,2020-01-17,0701,Aqua,MODIS,16,6.03,298.7,15.3,D,0
1.3401,101.5204,314.1,1.3,1.1,2020-01-17,0701,Aqua,MODIS,40,6.03,292.6,7.3,D,0
1.4525,101.451,319.6,1.3,1.1,2020-01-17,0701,Aqua,MODIS,61,6.03,299.5,13.9,D,0
1.965,101.5461,326.4,1.4,1.2,2020-01-17,0702,Aqua,MODIS,52,6.03,298.8,21.9,D,0
1.9633,101.5341,333.9,1.3,1.2,2020-01-17,0702,Aqua,MODIS,79,6.03,298.7,37.2,D,0
